YEAR,LocationAbbr,TopicDesc,MeasureDesc,Smoke_Rate,Data_Value_Std_Err,Sample_Size,Gender,Education,GeoLocation
2007,MO,Cigarette Use (Youth),Smoking Status,9.4,1.1,1290,Overall,High School,"(38.635790776, -92.566300053)"
2007,MO,Cigarette Use (Youth),Smoking Status,2.5,0.6,666,Female,Middle School,"(38.635790776, -92.566300053)"
2007,MO,Cigarette Use (Youth),Smoking Status,2.1,0.5,1303,Overall,Middle School,"(38.635790776, -92.566300053)"
2007,MO,Cigarette Use (Youth),Smoking Status,7.4,1.4,666,Female,Middle School,"(38.635790776, -92.566300053)"
2007,MO,Cigarette Use (Youth),Smoking Status,8.8,1.1,658,Female,High School,"(38.635790776, -92.566300053)"
2007,MO,Cigarette Use (Youth),Smoking Status,27.1,3,608,Male,Middle School,"(38.635790776, -92.566300053)"
2007,MO,Cigarette Use (Youth),Smoking Status,6.9,1.2,1303,Overall,Middle School,"(38.635790776, -92.566300053)"
2007,MO,Cigarette Use (Youth),Smoking Status,22.2,2.2,626,Male,High School,"(38.635790776, -92.566300053)"
2007,MO,Cigarette Use (Youth),Smoking Status,21.3,1.6,1290,Overall,High School,"(38.635790776, -92.566300053)"
2007,MO,Cigarette Use (Youth),Smoking Status,50.1,2.9,603,Male,High School,"(38.635790776, -92.566300053)"
2007,MO,Smokeless Tobacco Use (Youth),User Status,2.5,0.7,1308,Overall,High School,"(38.635790776, -92.566300053)"
2007,MO,Smokeless Tobacco Use (Youth),User Status,12.9,1.5,634,Male,Middle School,"(38.635790776, -92.566300053)"
2007,MO,Smokeless Tobacco Use (Youth),User Status,2.2,0.6,672,Female,High School,"(38.635790776, -92.566300053)"
2007,MO,Smokeless Tobacco Use (Youth),User Status,26.1,3.5,619,Male,High School,"(38.635790776, -92.566300053)"
2007,MO,Smokeless Tobacco Use (Youth),User Status,5.3,1,659,Female,Middle School,"(38.635790776, -92.566300053)"
2007,MO,Smokeless Tobacco Use (Youth),User Status,13.2,1.7,656,Female,High School,"(38.635790776, -92.566300053)"
2007,MO,Smokeless Tobacco Use (Youth),User Status,4.5,1.3,631,Male,High School,"(38.635790776, -92.566300053)"
2007,MO,Smokeless Tobacco Use (Youth),User Status,1.3,0.5,646,Male,Middle School,"(38.635790776, -92.566300053)"
2007,MO,Smokeless Tobacco Use (Youth),User Status,0.5,0.3,672,Female,High School,"(38.635790776, -92.566300053)"
2007,MO,Smokeless Tobacco Use (Youth),User Status,3.6,0.6,1331,Overall,Middle School,"(38.635790776, -92.566300053)"
2007,MO,Smokeless Tobacco Use (Youth),User Status,9.3,1,1296,Overall,Middle School,"(38.635790776, -92.566300053)"
2007,MO,Smokeless Tobacco Use (Youth),User Status,5.3,1,646,Male,Middle School,"(38.635790776, -92.566300053)"
2007,MO,Smokeless Tobacco Use (Youth),User Status,0.2,0.1,681,Female,Middle School,"(38.635790776, -92.566300053)"
2007,MO,Smokeless Tobacco Use (Youth),User Status,7.6,1.2,1308,Overall,High School,"(38.635790776, -92.566300053)"
2007,MO,Smokeless Tobacco Use (Youth),User Status,19.7,2.1,1280,Overall,High School,"(38.635790776, -92.566300053)"
2007,MO,Smokeless Tobacco Use (Youth),User Status,1.7,0.5,681,Female,Middle School,"(38.635790776, -92.566300053)"
2007,MO,Smokeless Tobacco Use (Youth),User Status,0.8,0.3,1331,Overall,Middle School,"(38.635790776, -92.566300053)"
2007,MO,Smokeless Tobacco Use (Youth),User Status,12.9,2,631,Male,High School,"(38.635790776, -92.566300053)"
2007,ND,Cessation (Youth),Percent of Current Smokers Who Want to Quit,58.4,6.5,58,Female,Middle School,"(47.475319779, -100.118421049)"
2007,ND,Cessation (Youth),Percent of Current Smokers Who Want to Quit,57.8,4.1,284,Overall,High School,"(47.475319779, -100.118421049)"
2007,ND,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Male,Middle School,"(47.475319779, -100.118421049)"
2007,ND,Cessation (Youth),Percent of Current Smokers Who Want to Quit,57.3,4.7,146,Male,High School,"(47.475319779, -100.118421049)"
2007,ND,Cessation (Youth),Percent of Current Smokers Who Want to Quit,58.5,5.3,138,Female,High School,"(47.475319779, -100.118421049)"
2007,ND,Cessation (Youth),Percent of Current Smokers Who Want to Quit,53.9,4.8,106,Overall,Middle School,"(47.475319779, -100.118421049)"
2007,ND,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,54.1,4.2,161,Female,High School,"(47.475319779, -100.118421049)"
2007,ND,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,56.4,2.9,323,Overall,High School,"(47.475319779, -100.118421049)"
2007,ND,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,55.9,7.5,53,Male,Middle School,"(47.475319779, -100.118421049)"
2007,ND,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,58.7,4,162,Male,High School,"(47.475319779, -100.118421049)"
2007,ND,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,55.7,4.3,117,Overall,Middle School,"(47.475319779, -100.118421049)"
2007,ND,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,55.9,4.3,63,Female,Middle School,"(47.475319779, -100.118421049)"
2007,ND,Cigarette Use (Youth),Smoking Status,6.8,1.1,1063,Female,Middle School,"(47.475319779, -100.118421049)"
2007,ND,Cigarette Use (Youth),Smoking Status,21.5,2.2,831,Female,High School,"(47.475319779, -100.118421049)"
2007,ND,Cigarette Use (Youth),Smoking Status,48.5,2.2,1650,Overall,High School,"(47.475319779, -100.118421049)"
2007,ND,Cigarette Use (Youth),Smoking Status,6.3,0.8,2075,Overall,Middle School,"(47.475319779, -100.118421049)"
2007,ND,Cigarette Use (Youth),Smoking Status,22.7,2.1,804,Male,High School,"(47.475319779, -100.118421049)"
2007,ND,Cigarette Use (Youth),Smoking Status,50.1,2.9,825,Male,High School,"(47.475319779, -100.118421049)"
2007,ND,Cigarette Use (Youth),Smoking Status,5.8,0.8,1007,Male,Middle School,"(47.475319779, -100.118421049)"
2007,ND,Cigarette Use (Youth),Smoking Status,18.8,1.6,979,Male,Middle School,"(47.475319779, -100.118421049)"
2007,ND,Cigarette Use (Youth),Smoking Status,9.2,1.2,831,Female,High School,"(47.475319779, -100.118421049)"
2007,ND,Cigarette Use (Youth),Smoking Status,10,1.4,804,Male,High School,"(47.475319779, -100.118421049)"
2007,ND,Cigarette Use (Youth),Smoking Status,1.8,0.5,1007,Male,Middle School,"(47.475319779, -100.118421049)"
2007,ND,Cigarette Use (Youth),Smoking Status,20.8,1.7,1058,Female,Middle School,"(47.475319779, -100.118421049)"
2007,ND,Cigarette Use (Youth),Smoking Status,1.9,0.4,2075,Overall,Middle School,"(47.475319779, -100.118421049)"
2007,ND,Cigarette Use (Youth),Smoking Status,1.9,0.6,1063,Female,Middle School,"(47.475319779, -100.118421049)"
2007,ND,Cigarette Use (Youth),Smoking Status,47,2.4,823,Female,High School,"(47.475319779, -100.118421049)"
2007,ND,Cigarette Use (Youth),Smoking Status,22.1,1.7,1637,Overall,High School,"(47.475319779, -100.118421049)"
2007,ND,Cigarette Use (Youth),Smoking Status,9.6,0.9,1637,Overall,High School,"(47.475319779, -100.118421049)"
2007,ND,Cigarette Use (Youth),Smoking Status,19.8,1.5,2039,Overall,Middle School,"(47.475319779, -100.118421049)"
2007,ND,Smokeless Tobacco Use (Youth),User Status,6.9,1,1067,Female,Middle School,"(47.475319779, -100.118421049)"
2007,ND,Smokeless Tobacco Use (Youth),User Status,0.2,0.2,836,Female,High School,"(47.475319779, -100.118421049)"
2007,ND,Smokeless Tobacco Use (Youth),User Status,3.3,0.4,2084,Overall,Middle School,"(47.475319779, -100.118421049)"
2007,ND,Smokeless Tobacco Use (Youth),User Status,0.7,0.3,1010,Male,Middle School,"(47.475319779, -100.118421049)"
2007,ND,Smokeless Tobacco Use (Youth),User Status,0.1,0.1,1068,Female,Middle School,"(47.475319779, -100.118421049)"
2007,ND,Smokeless Tobacco Use (Youth),User Status,3.2,0.5,1670,Overall,High School,"(47.475319779, -100.118421049)"
2007,ND,Smokeless Tobacco Use (Youth),User Status,16.8,1.8,832,Male,High School,"(47.475319779, -100.118421049)"
2007,ND,Smokeless Tobacco Use (Youth),User Status,25.1,1.4,1664,Overall,High School,"(47.475319779, -100.118421049)"
2007,ND,Smokeless Tobacco Use (Youth),User Status,0.4,0.2,2084,Overall,Middle School,"(47.475319779, -100.118421049)"
2007,ND,Smokeless Tobacco Use (Youth),User Status,3.3,0.8,836,Female,High School,"(47.475319779, -100.118421049)"
2007,ND,Smokeless Tobacco Use (Youth),User Status,11.4,0.9,2090,Overall,Middle School,"(47.475319779, -100.118421049)"
2007,ND,Smokeless Tobacco Use (Youth),User Status,6.1,0.9,832,Male,High School,"(47.475319779, -100.118421049)"
2007,ND,Smokeless Tobacco Use (Youth),User Status,5.1,0.7,1010,Male,Middle School,"(47.475319779, -100.118421049)"
2007,ND,Smokeless Tobacco Use (Youth),User Status,13.9,1.6,837,Female,High School,"(47.475319779, -100.118421049)"
2007,ND,Smokeless Tobacco Use (Youth),User Status,35.5,1.9,826,Male,High School,"(47.475319779, -100.118421049)"
2007,ND,Smokeless Tobacco Use (Youth),User Status,15.2,1.3,1018,Male,Middle School,"(47.475319779, -100.118421049)"
2007,ND,Smokeless Tobacco Use (Youth),User Status,1.4,0.4,1068,Female,Middle School,"(47.475319779, -100.118421049)"
2007,ND,Smokeless Tobacco Use (Youth),User Status,10.2,1.1,1670,Overall,High School,"(47.475319779, -100.118421049)"
2007,NH,Cessation (Youth),Percent of Current Smokers Who Want to Quit,34.9,4.1,117,Male,High School,"(43.655950113, -71.50036092)"
2007,NH,Cessation (Youth),Percent of Current Smokers Who Want to Quit,41.1,3.2,200,Overall,High School,"(43.655950113, -71.50036092)"
2007,NH,Cessation (Youth),Percent of Current Smokers Who Want to Quit,51.8,5.5,82,Female,High School,"(43.655950113, -71.50036092)"
2007,NH,Cigarette Use (Youth),Smoking Status,9.8,1.5,762,Male,High School,"(43.655950113, -71.50036092)"
2007,NH,Cigarette Use (Youth),Smoking Status,16.8,1.1,1576,Overall,High School,"(43.655950113, -71.50036092)"
2007,NH,Cigarette Use (Youth),Smoking Status,40,1.9,742,Male,High School,"(43.655950113, -71.50036092)"
2007,NH,Cigarette Use (Youth),Smoking Status,8.1,1,1576,Overall,High School,"(43.655950113, -71.50036092)"
2007,NH,Cigarette Use (Youth),Smoking Status,37.5,2,800,Female,High School,"(43.655950113, -71.50036092)"
2007,NH,Cigarette Use (Youth),Smoking Status,19.7,1.6,762,Male,High School,"(43.655950113, -71.50036092)"
2007,NH,Cigarette Use (Youth),Smoking Status,6.3,1.1,807,Female,High School,"(43.655950113, -71.50036092)"
2007,NH,Cigarette Use (Youth),Smoking Status,38.8,1.5,1546,Overall,High School,"(43.655950113, -71.50036092)"
2007,NH,Cigarette Use (Youth),Smoking Status,13.4,1.5,807,Female,High School,"(43.655950113, -71.50036092)"
2007,NH,Smokeless Tobacco Use (Youth),User Status,12.4,1.5,757,Male,High School,"(43.655950113, -71.50036092)"
2007,NH,Smokeless Tobacco Use (Youth),User Status,4.9,0.8,811,Female,High School,"(43.655950113, -71.50036092)"
2007,NH,Smokeless Tobacco Use (Youth),User Status,0.5,0.3,813,Female,High School,"(43.655950113, -71.50036092)"
2007,NH,Smokeless Tobacco Use (Youth),User Status,1.5,0.4,813,Female,High School,"(43.655950113, -71.50036092)"
2007,NH,Smokeless Tobacco Use (Youth),User Status,15.5,1.1,1568,Overall,High School,"(43.655950113, -71.50036092)"
2007,NH,Smokeless Tobacco Use (Youth),User Status,4.8,0.9,757,Male,High School,"(43.655950113, -71.50036092)"
2007,NH,Smokeless Tobacco Use (Youth),User Status,7,0.9,1577,Overall,High School,"(43.655950113, -71.50036092)"
2007,NH,Smokeless Tobacco Use (Youth),User Status,2.7,0.6,1577,Overall,High School,"(43.655950113, -71.50036092)"
2007,NH,Smokeless Tobacco Use (Youth),User Status,25.7,1.8,752,Male,High School,"(43.655950113, -71.50036092)"
2007,OK,Cessation (Youth),Percent of Current Smokers Who Want to Quit,60.3,6.1,91,Female,Middle School,"(35.472031356, -97.521070214)"
2007,OK,Cessation (Youth),Percent of Current Smokers Who Want to Quit,49,3.1,265,Female,High School,"(35.472031356, -97.521070214)"
2007,OK,Cessation (Youth),Percent of Current Smokers Who Want to Quit,48,2.3,537,Overall,High School,"(35.472031356, -97.521070214)"
2007,OK,Cessation (Youth),Percent of Current Smokers Who Want to Quit,47.1,3.3,270,Male,High School,"(35.472031356, -97.521070214)"
2007,OK,Cessation (Youth),Percent of Current Smokers Who Want to Quit,46.4,6.3,98,Male,Middle School,"(35.472031356, -97.521070214)"
2007,OK,Cessation (Youth),Percent of Current Smokers Who Want to Quit,52.8,4.5,192,Overall,Middle School,"(35.472031356, -97.521070214)"
2007,OK,Cigarette Use (Youth),Smoking Status,7.5,0.5,3371,Overall,Middle School,"(35.472031356, -97.521070214)"
2007,OK,Cigarette Use (Youth),Smoking Status,9.9,1.1,1524,Male,High School,"(35.472031356, -97.521070214)"
2007,OK,Cigarette Use (Youth),Smoking Status,0.8,0.2,1667,Female,Middle School,"(35.472031356, -97.521070214)"
2007,OK,Cigarette Use (Youth),Smoking Status,9.6,0.8,2914,Overall,High School,"(35.472031356, -97.521070214)"
2007,OK,Cigarette Use (Youth),Smoking Status,54.7,1.7,1511,Male,High School,"(35.472031356, -97.521070214)"
2007,OK,Cigarette Use (Youth),Smoking Status,9.2,1,1379,Female,High School,"(35.472031356, -97.521070214)"
2007,OK,Cigarette Use (Youth),Smoking Status,1.6,0.3,3371,Overall,Middle School,"(35.472031356, -97.521070214)"
2007,OK,Cigarette Use (Youth),Smoking Status,22.9,1.3,1379,Female,High School,"(35.472031356, -97.521070214)"
2007,OK,Cigarette Use (Youth),Smoking Status,54.4,1.8,1368,Female,High School,"(35.472031356, -97.521070214)"
2007,OK,Cigarette Use (Youth),Smoking Status,7.1,0.8,1667,Female,Middle School,"(35.472031356, -97.521070214)"
2007,OK,Cigarette Use (Youth),Smoking Status,28.3,1.4,1622,Male,Middle School,"(35.472031356, -97.521070214)"
2007,OK,Cigarette Use (Youth),Smoking Status,27,1.1,3264,Overall,Middle School,"(35.472031356, -97.521070214)"
2007,OK,Cigarette Use (Youth),Smoking Status,54.5,1.1,2887,Overall,High School,"(35.472031356, -97.521070214)"
2007,OK,Cigarette Use (Youth),Smoking Status,23.7,1.2,1524,Male,High School,"(35.472031356, -97.521070214)"
2007,OK,Cigarette Use (Youth),Smoking Status,7.7,0.7,1686,Male,Middle School,"(35.472031356, -97.521070214)"
2007,OK,Cigarette Use (Youth),Smoking Status,2.4,0.5,1686,Male,Middle School,"(35.472031356, -97.521070214)"
2007,OK,Cigarette Use (Youth),Smoking Status,25.6,1.6,1627,Female,Middle School,"(35.472031356, -97.521070214)"
2007,OK,Cigarette Use (Youth),Smoking Status,23.4,0.8,2914,Overall,High School,"(35.472031356, -97.521070214)"
2007,OK,Smokeless Tobacco Use (Youth),User Status,26.5,1.3,2964,Overall,High School,"(35.472031356, -97.521070214)"
2007,OK,Smokeless Tobacco Use (Youth),User Status,20.4,1.6,1540,Male,High School,"(35.472031356, -97.521070214)"
2007,OK,Smokeless Tobacco Use (Youth),User Status,4.6,0.6,2955,Overall,High School,"(35.472031356, -97.521070214)"
2007,OK,Smokeless Tobacco Use (Youth),User Status,18.6,1,1717,Male,Middle School,"(35.472031356, -97.521070214)"
2007,OK,Smokeless Tobacco Use (Youth),User Status,12.2,1.2,1406,Female,High School,"(35.472031356, -97.521070214)"
2007,OK,Smokeless Tobacco Use (Youth),User Status,0.8,0.3,1406,Female,High School,"(35.472031356, -97.521070214)"
2007,OK,Smokeless Tobacco Use (Youth),User Status,3,0.6,1406,Female,High School,"(35.472031356, -97.521070214)"
2007,OK,Smokeless Tobacco Use (Youth),User Status,0.6,0.2,3418,Overall,Middle School,"(35.472031356, -97.521070214)"
2007,OK,Smokeless Tobacco Use (Youth),User Status,40.3,2.2,1551,Male,High School,"(35.472031356, -97.521070214)"
2007,OK,Smokeless Tobacco Use (Youth),User Status,0.2,0.1,1704,Female,Middle School,"(35.472031356, -97.521070214)"
2007,OK,Smokeless Tobacco Use (Youth),User Status,4.5,0.5,3418,Overall,Middle School,"(35.472031356, -97.521070214)"
2007,OK,Smokeless Tobacco Use (Youth),User Status,1,0.3,1694,Male,Middle School,"(35.472031356, -97.521070214)"
2007,OK,Smokeless Tobacco Use (Youth),User Status,11.9,0.9,2955,Overall,High School,"(35.472031356, -97.521070214)"
2007,OK,Smokeless Tobacco Use (Youth),User Status,6.7,1.2,1694,Male,Middle School,"(35.472031356, -97.521070214)"
2007,OK,Smokeless Tobacco Use (Youth),User Status,8.3,1.1,1540,Male,High School,"(35.472031356, -97.521070214)"
2007,OK,Smokeless Tobacco Use (Youth),User Status,8.6,0.9,1713,Female,Middle School,"(35.472031356, -97.521070214)"
2007,OK,Smokeless Tobacco Use (Youth),User Status,2.1,0.5,1704,Female,Middle School,"(35.472031356, -97.521070214)"
2007,OK,Smokeless Tobacco Use (Youth),User Status,13.7,0.8,3450,Overall,Middle School,"(35.472031356, -97.521070214)"
2007,PR,Cigarette Use (Youth),Smoking Status,13.5,1.7,826,Female,Middle School,"(18.220833, -66.590149)"
2007,PR,Cigarette Use (Youth),Smoking Status,24.7,2.3,851,Female,High School,"(18.220833, -66.590149)"
2007,PR,Cigarette Use (Youth),Smoking Status,17.7,2.2,703,Male,Middle School,"(18.220833, -66.590149)"
2007,PR,Cigarette Use (Youth),Smoking Status,30.5,2.1,1592,Overall,High School,"(18.220833, -66.590149)"
2007,PR,Cigarette Use (Youth),Smoking Status,15.6,1.6,1560,Overall,Middle School,"(18.220833, -66.590149)"
2007,PR,Cigarette Use (Youth),Smoking Status,37,2.6,729,Male,High School,"(18.220833, -66.590149)"
2007,SC,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Male,Middle School,"(33.998821303, -81.045371207)"
2007,SC,Cessation (Youth),Percent of Current Smokers Who Want to Quit,48,5.4,81,Female,High School,"(33.998821303, -81.045371207)"
2007,SC,Cessation (Youth),Percent of Current Smokers Who Want to Quit,32.1,7.6,76,Male,High School,"(33.998821303, -81.045371207)"
2007,SC,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Female,Middle School,"(33.998821303, -81.045371207)"
2007,SC,Cessation (Youth),Percent of Current Smokers Who Want to Quit,40.3,5.8,159,Overall,High School,"(33.998821303, -81.045371207)"
2007,SC,Cessation (Youth),Percent of Current Smokers Who Want to Quit,50.2,4.9,91,Overall,Middle School,"(33.998821303, -81.045371207)"
2007,SC,Cigarette Use (Youth),Smoking Status,53.2,3,598,Female,High School,"(33.998821303, -81.045371207)"
2007,SC,Cigarette Use (Youth),Smoking Status,18.7,1.7,1119,Overall,High School,"(33.998821303, -81.045371207)"
2007,SC,Cigarette Use (Youth),Smoking Status,54,2.7,496,Male,High School,"(33.998821303, -81.045371207)"
2007,SC,Cigarette Use (Youth),Smoking Status,8.1,1.1,1119,Overall,High School,"(33.998821303, -81.045371207)"
2007,SC,Cigarette Use (Youth),Smoking Status,6.2,1.1,613,Female,High School,"(33.998821303, -81.045371207)"
2007,SC,Cigarette Use (Youth),Smoking Status,53.8,2.3,1099,Overall,High School,"(33.998821303, -81.045371207)"
2007,SC,Cigarette Use (Youth),Smoking Status,1.7,0.5,1257,Overall,Middle School,"(33.998821303, -81.045371207)"
2007,SC,Cigarette Use (Youth),Smoking Status,21.6,2.2,498,Male,High School,"(33.998821303, -81.045371207)"
2007,SC,Cigarette Use (Youth),Smoking Status,10.1,1.4,498,Male,High School,"(33.998821303, -81.045371207)"
2007,SC,Cigarette Use (Youth),Smoking Status,8.1,1.2,675,Female,Middle School,"(33.998821303, -81.045371207)"
2007,SC,Cigarette Use (Youth),Smoking Status,33.6,2.7,1218,Overall,Middle School,"(33.998821303, -81.045371207)"
2007,SC,Cigarette Use (Youth),Smoking Status,34.5,3,552,Male,Middle School,"(33.998821303, -81.045371207)"
2007,SC,Cigarette Use (Youth),Smoking Status,1.2,0.5,675,Female,Middle School,"(33.998821303, -81.045371207)"
2007,SC,Cigarette Use (Youth),Smoking Status,9.3,1.7,578,Male,Middle School,"(33.998821303, -81.045371207)"
2007,SC,Cigarette Use (Youth),Smoking Status,8.7,1.3,1257,Overall,Middle School,"(33.998821303, -81.045371207)"
2007,SC,Cigarette Use (Youth),Smoking Status,15.7,1.8,613,Female,High School,"(33.998821303, -81.045371207)"
2007,SC,Cigarette Use (Youth),Smoking Status,2.2,0.7,578,Male,Middle School,"(33.998821303, -81.045371207)"
2007,SC,Cigarette Use (Youth),Smoking Status,32.9,2.9,664,Female,Middle School,"(33.998821303, -81.045371207)"
2007,SC,Smokeless Tobacco Use (Youth),User Status,19.3,2.6,515,Male,High School,"(33.998821303, -81.045371207)"
2007,SC,Smokeless Tobacco Use (Youth),User Status,7.5,1.1,694,Female,Middle School,"(33.998821303, -81.045371207)"
2007,SC,Smokeless Tobacco Use (Youth),User Status,6.5,1.7,515,Male,High School,"(33.998821303, -81.045371207)"
2007,SC,Smokeless Tobacco Use (Youth),User Status,0.7,0.3,1259,Overall,Middle School,"(33.998821303, -81.045371207)"
2007,SC,Smokeless Tobacco Use (Youth),User Status,28.5,3.6,506,Male,High School,"(33.998821303, -81.045371207)"
2007,SC,Smokeless Tobacco Use (Youth),User Status,13.5,1,1283,Overall,Middle School,"(33.998821303, -81.045371207)"
2007,SC,Smokeless Tobacco Use (Youth),User Status,1.8,0.6,678,Female,Middle School,"(33.998821303, -81.045371207)"
2007,SC,Smokeless Tobacco Use (Youth),User Status,3.5,1.2,611,Female,High School,"(33.998821303, -81.045371207)"
2007,SC,Smokeless Tobacco Use (Youth),User Status,5.4,0.7,1259,Overall,Middle School,"(33.998821303, -81.045371207)"
2007,SC,Smokeless Tobacco Use (Youth),User Status,11.5,1.8,1137,Overall,High School,"(33.998821303, -81.045371207)"
2007,SC,Smokeless Tobacco Use (Youth),User Status,3.8,1,1137,Overall,High School,"(33.998821303, -81.045371207)"
2007,SC,Smokeless Tobacco Use (Youth),User Status,10.5,1.6,619,Female,High School,"(33.998821303, -81.045371207)"
2007,SC,Smokeless Tobacco Use (Youth),User Status,1.2,0.6,611,Female,High School,"(33.998821303, -81.045371207)"
2007,SC,Smokeless Tobacco Use (Youth),User Status,1.1,0.5,574,Male,Middle School,"(33.998821303, -81.045371207)"
2007,SC,Smokeless Tobacco Use (Youth),User Status,19.3,1.6,585,Male,Middle School,"(33.998821303, -81.045371207)"
2007,SC,Smokeless Tobacco Use (Youth),User Status,8.5,1.3,574,Male,Middle School,"(33.998821303, -81.045371207)"
2007,SC,Smokeless Tobacco Use (Youth),User Status,0.1,0.2,678,Female,Middle School,"(33.998821303, -81.045371207)"
2007,SC,Smokeless Tobacco Use (Youth),User Status,19.6,2.3,1134,Overall,High School,"(33.998821303, -81.045371207)"
2007,SD,Cessation (Youth),Percent of Current Smokers Who Want to Quit,61.2,6,134,Overall,Middle School,"(44.353130053, -100.373530637)"
2007,SD,Cessation (Youth),Percent of Current Smokers Who Want to Quit,63.1,6.2,85,Female,Middle School,"(44.353130053, -100.373530637)"
2007,SD,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Male,Middle School,"(44.353130053, -100.373530637)"
2007,SD,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,65.9,4.7,151,Overall,Middle School,"(44.353130053, -100.373530637)"
2007,SD,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,71.3,4.7,95,Female,Middle School,"(44.353130053, -100.373530637)"
2007,SD,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,57.3,6.9,55,Male,Middle School,"(44.353130053, -100.373530637)"
2007,SD,Cigarette Use (Youth),Smoking Status,4.8,1,1345,Male,Middle School,"(44.353130053, -100.373530637)"
2007,SD,Cigarette Use (Youth),Smoking Status,1.1,0.5,1289,Female,Middle School,"(44.353130053, -100.373530637)"
2007,SD,Cigarette Use (Youth),Smoking Status,8,2.1,1289,Female,Middle School,"(44.353130053, -100.373530637)"
2007,SD,Cigarette Use (Youth),Smoking Status,21.6,2.9,2559,Overall,Middle School,"(44.353130053, -100.373530637)"
2007,SD,Cigarette Use (Youth),Smoking Status,21.6,2.4,1306,Male,Middle School,"(44.353130053, -100.373530637)"
2007,SD,Cigarette Use (Youth),Smoking Status,6.4,1.4,2639,Overall,Middle School,"(44.353130053, -100.373530637)"
2007,SD,Cigarette Use (Youth),Smoking Status,21.4,3.5,1248,Female,Middle School,"(44.353130053, -100.373530637)"
2007,SD,Cigarette Use (Youth),Smoking Status,0.8,0.4,1345,Male,Middle School,"(44.353130053, -100.373530637)"
2007,SD,Cigarette Use (Youth),Smoking Status,0.9,0.4,2639,Overall,Middle School,"(44.353130053, -100.373530637)"
2007,SD,Smokeless Tobacco Use (Youth),User Status,0.5,0.2,1382,Male,Middle School,"(44.353130053, -100.373530637)"
2007,SD,Smokeless Tobacco Use (Youth),User Status,0.5,0.3,2701,Overall,Middle School,"(44.353130053, -100.373530637)"
2007,SD,Smokeless Tobacco Use (Youth),User Status,4.2,0.9,2701,Overall,Middle School,"(44.353130053, -100.373530637)"
2007,SD,Smokeless Tobacco Use (Youth),User Status,4.6,0.8,1382,Male,Middle School,"(44.353130053, -100.373530637)"
2007,SD,Smokeless Tobacco Use (Youth),User Status,11.2,1.3,2681,Overall,Middle School,"(44.353130053, -100.373530637)"
2007,SD,Smokeless Tobacco Use (Youth),User Status,3.5,1.1,1313,Female,Middle School,"(44.353130053, -100.373530637)"
2007,SD,Smokeless Tobacco Use (Youth),User Status,0.5,0.4,1313,Female,Middle School,"(44.353130053, -100.373530637)"
2007,SD,Smokeless Tobacco Use (Youth),User Status,9.8,1.5,1309,Female,Middle School,"(44.353130053, -100.373530637)"
2007,SD,Smokeless Tobacco Use (Youth),User Status,12.5,1.3,1367,Male,Middle School,"(44.353130053, -100.373530637)"
2007,UT,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Overall,Middle School,"(39.360700171, -111.587130635)"
2007,UT,Cessation (Youth),Percent of Current Smokers Who Want to Quit,49.8,7.7,149,Male,High School,"(39.360700171, -111.587130635)"
2007,UT,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Male,Middle School,"(39.360700171, -111.587130635)"
2007,UT,Cessation (Youth),Percent of Current Smokers Who Want to Quit,47.3,6.3,274,Overall,High School,"(39.360700171, -111.587130635)"
2007,UT,Cessation (Youth),Percent of Current Smokers Who Want to Quit,42.8,6.6,123,Female,High School,"(39.360700171, -111.587130635)"
2007,UT,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Female,Middle School,"(39.360700171, -111.587130635)"
2007,UT,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,37.5,7.4,179,Male,High School,"(39.360700171, -111.587130635)"
2007,UT,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,Overall,Middle School,"(39.360700171, -111.587130635)"
2007,UT,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,39.7,5.4,320,Overall,High School,"(39.360700171, -111.587130635)"
2007,UT,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,Male,Middle School,"(39.360700171, -111.587130635)"
2007,UT,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,44.2,6.7,139,Female,High School,"(39.360700171, -111.587130635)"
2007,UT,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,Female,Middle School,"(39.360700171, -111.587130635)"
